api,section,endpoint,block,parameter,value_type,required,props,max,description,doc_url
messaging-api,Webhook settings,Get webhook endpoint information,Response,active,Boolean,,,,Webhook usage status. Send a webhook event from the LINE Platform to the webhook URL only if enabled. - true: Webhook usage is enabled. - false: Webhook usage is disabled.,https://developers.line.biz/en/reference/messaging-api/#get-webhook-endpoint-information
messaging-api,Webhook settings,Test webhook endpoint,Request headers,Authorization,Bearer {channel access token},true,required,,,https://developers.line.biz/en/reference/messaging-api/#test-webhook-endpoint
messaging-api,Webhook settings,Test webhook endpoint,Request headers,Content-Type,application/json,true,required,,,https://developers.line.biz/en/reference/messaging-api/#test-webhook-endpoint
messaging-api,Webhook settings,Test webhook endpoint,Request body,endpoint,String,false,optional,,"A webhook URL to be validated. Behaviors with/without endpoint parameter The behavior of this API endpoint will differ depending on if the endpoint parameter is included in, or excluded from, the Request body. With endpoint parameter Validates that the endpoint URL specified in the endpoint parameter is valid and, if valid, sends a test webhook event to the specified endpoint URL. Without endpoint parameter Sends a test webhook event to a webhook endpoint that is already set to the channel. 404 is returned if the channel doesn't have a webhook endpoint configured.",https://developers.line.biz/en/reference/messaging-api/#test-webhook-endpoint
messaging-api,Webhook settings,Test webhook endpoint,Response,success,Boolean,,,,"Result of the communication from the LINE Platform to the webhook URL. - true: Success - false: Failure If false, see Check the reason for errors in the Messaging API documentation.",https://developers.line.biz/en/reference/messaging-api/#test-webhook-endpoint
messaging-api,Webhook settings,Test webhook endpoint,Response,timestamp,String,,,,See Common Properties.,https://developers.line.biz/en/reference/messaging-api/#test-webhook-endpoint
messaging-api,Webhook settings,Test webhook endpoint,Response,statusCode,Number,,,,"The HTTP status code. If the webhook response isn't received, the status code is set to zero or a negative number.",https://developers.line.biz/en/reference/messaging-api/#test-webhook-endpoint
messaging-api,Webhook settings,Test webhook endpoint,Response,reason,String,,,,Reason for the response. See table below for more information.,https://developers.line.biz/en/reference/messaging-api/#test-webhook-endpoint
messaging-api,Webhook settings,Test webhook endpoint,Response,detail,String,,,,Details of the response. See table below for more information.,https://developers.line.biz/en/reference/messaging-api/#test-webhook-endpoint
messaging-api,Getting content,Get content,Request headers,Authorization,Bearer {channel access token},true,required,,,https://developers.line.biz/en/reference/messaging-api/#get-content
messaging-api,Getting content,Get content,Path parameters,messageId,Message ID,true,required,,,https://developers.line.biz/en/reference/messaging-api/#get-content
messaging-api,Getting content,Verify the preparation status of a video or audio for getting,Request headers,Authorization,Bearer {channel access token},true,required,,,https://developers.line.biz/en/reference/messaging-api/#verify-the-preparation-status-of-a-video-or-audio-for-getting
messaging-api,Getting content,Verify the preparation status of a video or audio for getting,Path parameters,messageId,Message ID of video or audio,true,required,,,https://developers.line.biz/en/reference/messaging-api/#verify-the-preparation-status-of-a-video-or-audio-for-getting
messaging-api,Getting content,Verify the preparation status of a video or audio for getting,Response,status,String,,,,The preparation status. One of: - processing: Preparing to get content. - succeeded: Ready to get the content. You can get the content sent by users. - failed: Failed to prepare to get the content.,https://developers.line.biz/en/reference/messaging-api/#verify-the-preparation-status-of-a-video-or-audio-for-getting
messaging-api,Getting content,Get a preview image of the image or video,Request headers,Authorization,Bearer {channel access token},true,required,,,https://developers.line.biz/en/reference/messaging-api/#get-a-preview-image-of-the-image-or-video
messaging-api,Getting content,Get a preview image of the image or video,Path parameters,messageId,Message ID of image or video,true,required,,,https://developers.line.biz/en/reference/messaging-api/#get-a-preview-image-of-the-image-or-video
messaging-api,Channel access token,Issue channel access token v2.1,Request headers,Content-Type,application/x-www-form-urlencoded,true,required,,,https://developers.line.biz/en/reference/messaging-api/#issue-channel-access-token-v21
messaging-api,Channel access token,Issue channel access token v2.1,Request body,grant_type,String,true,required,,client_credentials,https://developers.line.biz/en/reference/messaging-api/#issue-channel-access-token-v21
messaging-api,Channel access token,Issue channel access token v2.1,Request body,client_assertion_type,String,true,required,,URL-encoded value of urn:ietf:params:oauth:client-assertion-type:jwt-bearer,https://developers.line.biz/en/reference/messaging-api/#issue-channel-access-token-v21
messaging-api,Channel access token,Issue channel access token v2.1,Request body,client_assertion,String,true,required,,"Specify a JSON Web Token assertion that must be generated by the client and signed with the private key of the assertion signing key. JWT assertions must be set to expire within 30 minutes of generation. For more information about generating a JWT assertion, see Generate a JWT.",https://developers.line.biz/en/reference/messaging-api/#issue-channel-access-token-v21
messaging-api,Channel access token,Issue channel access token v2.1,Response,access_token,String,,,,Channel access token.,https://developers.line.biz/en/reference/messaging-api/#issue-channel-access-token-v21
messaging-api,Channel access token,Issue channel access token v2.1,Response,expires_in,Number,,,,Amount of time in seconds from issue to expiration of the channel access token,https://developers.line.biz/en/reference/messaging-api/#issue-channel-access-token-v21
messaging-api,Channel access token,Issue channel access token v2.1,Response,token_type,String,,,,Bearer,https://developers.line.biz/en/reference/messaging-api/#issue-channel-access-token-v21
messaging-api,Channel access token,Issue channel access token v2.1,Response,key_id,String,,,,Unique key ID for identifying the channel access token.,https://developers.line.biz/en/reference/messaging-api/#issue-channel-access-token-v21
